accountType,ministry,organization,specialAccount,subAccount,agency,sectionCode,sectionName,inInitial,inSupplement,inSettlement,initialAmount,supplementAmount,settlementAmount,initialDetailCount,supplementDetailCount,settlementDetailCount,supplementHasOutsideN,membershipPattern
general,文部科学省,文部科学本省,,,,601,沖縄振興交付金事業推進費,0,0,1,,,3452457000,,,2,,--F
general,文部科学省,文部科学本省,,,,615,宇宙開発利用推進費,0,0,1,,,3250000000,,,2,,--F
general,文部科学省,文部科学本省,,,,633,沖縄国立大学法人施設整備費,0,0,1,,,14262327000,,,2,,--F
general,文部科学省,文部科学本省,,,,641,沖縄教育振興事業費,0,0,1,,,4288949000,,,3,,--F
general,文部科学省,文部科学本省,,,,656,科学技術イノベーション創造推進費,0,0,1,,,31942151000,,,13,,--F
general,文部科学省,文部科学本省,,,,781,地球環境保全等試験研究費,0,0,1,,,4500000,,,2,,--F
general,文部科学省,文部科学本省,,,,826,大学等修学支援費,0,0,1,,,543504712000,,,4,,--F
general,文部科学省,文部科学本省,,,,829,情報通信技術調達等適正・効率化推進費,0,0,1,,,11751004400,,,3,,--F
general,文部科学省,文部科学本省所轄機関,,,,071,国立教育政策研究所,1,1,1,2840054000,3848294000,3848294000,19,12,19,1,ISF
general,文部科学省,文部科学本省所轄機関,,,,073,日本学士院,1,1,1,629271000,594712000,594712000,18,7,18,1,ISF
general,文部科学省,文部科学本省所轄機関,,,,076,科学技術・学術政策研究所,1,1,1,950334000,935865000,935865000,18,8,18,1,ISF
general,文部科学省,文部科学本省所轄機関,,,,830,情報通信技術調達等適正・効率化推進費,0,0,1,,,841794020,,,2,,--F
general,法務省,公安審査委員会,,,,081,公安審査委員会,1,1,1,66327000,64424000,64424000,12,6,11,1,ISF
general,法務省,公安調査庁,,,,091,公安調査庁共通費,1,1,1,14155151000,14678623000,14678623000,17,8,17,1,ISF
general,法務省,公安調査庁,,,,092,破壊的団体等調査費,1,1,1,2516886000,3127281000,3127281000,6,3,6,1,ISF
general,法務省,公安調査庁,,,,835,情報通信技術調達等適正・効率化推進費,0,0,1,,,6118357,,,2,,--F
general,法務省,出入国在留管理庁,,,,101,出入国在留管理庁共通費,1,1,1,43342903000,46410784000,46410784000,18,8,18,1,ISF
general,法務省,出入国在留管理庁,,,,102,出入国管理企画調整推進費,1,1,1,4487725000,6052482000,6052482000,14,5,14,1,ISF
general,法務省,出入国在留管理庁,,,,103,出入国管理業務費,1,1,1,10324988000,12285354000,12285354000,15,7,15,1,ISF
general,法務省,出入国在留管理庁,,,,775,国際観光旅客税財源観光振興費,0,0,1,,,7200922000,,,2,,--F
general,法務省,出入国在留管理庁,,,,832,情報通信技術調達等適正・効率化推進費,0,0,1,,,26262500709,,,2,,--F
general,法務省,更生保護官署,,,,051,更生保護官署共通費,1,1,1,14895142000,15031738000,15031738000,17,7,17,1,ISF
general,法務省,更生保護官署,,,,052,更生保護活動費,1,1,1,12621185000,12949134000,12949134000,15,6,15,1,ISF
general,法務省,更生保護官署,,,,834,情報通信技術調達等適正・効率化推進費,0,0,1,,,856407457,,,2,,--F
general,法務省,検察庁,,,,031,検察官署共通費,1,1,1,108333216000,108634247000,108634247000,16,10,16,1,ISF
general,法務省,検察庁,,,,032,検察費,1,1,1,5208766000,5844487000,5844487000,9,3,9,1,ISF
general,法務省,検察庁,,,,033,検察運営費,1,1,1,1337908000,1573556000,1573556000,9,3,9,1,ISF
general,法務省,検察庁,,,,830,情報通信技術調達等適正・効率化推進費,0,0,1,,,3597483185,,,2,,--F
general,法務省,法務局,,,,061,法務局共通費,1,1,1,71370829000,72867716000,72867716000,18,8,18,1,ISF
general,法務省,法務局,,,,062,国籍等事務処理費,1,1,1,763440000,22098028000,22098028000,5,4,5,1,ISF
general,法務省,法務局,,,,063,人権擁護活動費,1,1,1,2234602000,2288658000,2288658000,4,3,4,1,ISF
general,法務省,法務局,,,,064,登記事務処理費,1,1,1,22648794000,23604277000,23604277000,8,3,8,1,ISF
general,法務省,法務局,,,,831,情報通信技術調達等適正・効率化推進費,0,0,1,,,53806164008,,,2,,--F
general,法務省,法務本省,,,,001,法務本省共通費,1,1,1,129090173000,129709101000,129709101000,37,15,37,1,ISF
general,法務省,法務本省,,,,002,基本法制整備費,1,1,1,129136000,160710000,160710000,5,3,5,1,ISF
general,法務省,法務本省,,,,003,司法制度改革推進費,1,1,1,17389098000,19750455000,19750455000,14,9,14,1,ISF
general,法務省,法務本省,,,,004,日本司法支援センター運営費,1,1,1,16009774000,17015522000,17015522000,2,2,2,0,ISF
general,法務省,法務本省,,,,005,検察企画調整費,1,1,1,48231000,48231000,48231000,8,1,8,0,ISF
general,法務省,法務本省,,,,006,矯正企画調整費,1,1,1,149110000,148113000,148113000,9,3,9,1,ISF
general,法務省,法務本省,,,,007,更生保護企画調整推進費,1,1,1,91778000,566308000,566308000,11,4,9,1,ISF
general,法務省,法務本省,,,,008,債権管理回収業審査監督費,1,1,1,10515000,10515000,10515000,4,1,4,0,ISF
general,法務省,法務本省,,,,009,人権擁護推進費,1,1,1,1179277000,1179277000,1179277000,3,1,3,0,ISF
general,法務省,法務本省,,,,010,訟務費,1,1,1,1727271000,1727271000,1727271000,8,1,8,0,ISF
general,法務省,法務本省,,,,012,法務省施設費,1,1,1,22309861000,41566153000,41566153000,6,6,6,0,ISF
general,法務省,法務本省,,,,013,法務行政情報化推進費,1,1,1,388205000,441887000,441887000,2,2,2,0,ISF
general,法務省,法務本省,,,,015,再犯防止等企画調整推進費,1,1,1,90905000,90905000,90905000,6,1,6,0,ISF
general,法務省,法務本省,,,,829,情報通信技術調達等適正・効率化推進費,0,0,1,,,4350533296,,,2,,--F
general,法務省,法務総合研究所,,,,021,法務総合研究所共通費,1,1,1,1809860000,1963283000,1963283000,15,8,15,1,ISF
general,法務省,法務総合研究所,,,,022,法務調査研究費,1,1,1,44094000,44094000,44094000,5,1,5,0,ISF
general,法務省,法務総合研究所,,,,023,国際協力推進費,1,1,1,275154000,275154000,275154000,9,1,9,0,ISF
general,法務省,矯正官署,,,,041,矯正官署共通費,1,1,1,171546637000,175612471000,175612471000,19,10,19,1,ISF
general,法務省,矯正官署,,,,042,矯正管理業務費,1,1,1,7072848000,9192904000,9192904000,8,3,8,1,ISF
general,法務省,矯正官署,,,,043,矯正収容費,1,1,1,41507246000,45523280000,45523280000,21,6,19,1,ISF
general,法務省,矯正官署,,,,044,矯正施設民間開放推進費,1,1,1,15302192000,15095646000,15095646000,4,3,3,0,ISF
general,法務省,矯正官署,,,,833,情報通信技術調達等適正・効率化推進費,0,0,1,,,2803402480,,,2,,--F
general,環境省,原子力規制委員会,,,,051,原子力規制委員会共通費,1,1,1,4657628000,4755273000,4755273000,24,12,23,1,ISF
general,環境省,原子力規制委員会,,,,052,原子力安全確保費,1,1,1,4617768000,5278565000,5278565000,19,5,18,1,ISF
general,環境省,原子力規制委員会,,,,053,電源開発促進税財源電源利用対策及原子力安全規制対策費エネルギー対策特別会計へ繰入,1,1,1,33618000000,40022718000,40022718000,2,2,2,0,ISF
general,環境省,原子力規制委員会,,,,054,放射能調査研究費,1,1,1,1280502000,1486968000,665676000,8,5,8,1,ISF
general,環境省,原子力規制委員会,,,,055,原子力規制委員会施設費,1,1,1,1798902000,1798902000,1798902000,4,1,4,0,ISF
general,環境省,原子力規制委員会,,,,831,情報通信技術調達等適正・効率化推進費,0,0,1,,,772117118,,,2,,--F
general,環境省,地方環境事務所,,,,031,地方環境事務所共通費,1,1,1,5305992000,5405679000,5405679000,15,7,15,1,ISF
general,環境省,地方環境事務所,,,,032,地方環境事務所施設費,1,1,1,40276000,40276000,40276000,4,1,3,0,ISF
general,環境省,地方環境事務所,,,,033,地方環境対策費,1,1,1,2409623000,2409623000,2409623000,12,1,12,0,ISF
general,環境省,地方環境事務所,,,,830,情報通信技術調達等適正・効率化推進費,0,0,1,,,195466,,,2,,--F
general,環境省,環境本省,,,,001,環境本省共通費,1,1,1,16370684000,16584700000,16584700000,31,13,31,1,ISF
general,環境省,環境本省,,,,002,地球温暖化対策推進費,1,1,1,1523289000,1908011000,1908011000,12,7,12,1,ISF
general,環境省,環境本省,,,,003,石油石炭税財源エネルギー需給構造高度化対策費エネルギー対策特別会計へ繰入,1,1,1,126787000000,192670000000,192670000000,2,2,2,0,ISF
general,環境省,環境本省,,,,004,地球環境保全費,1,1,1,2798624000,2978624000,2978624000,13,3,10,1,ISF
general,環境省,環境本省,,,,005,大気・水・土壌環境等保全費,1,1,1,5061412000,8585500000,8585500000,17,6,16,1,ISF
general,環境省,環境本省,,,,006,資源循環政策推進費,1,1,1,6368999000,79081787000,79081787000,16,12,18,1,ISF
general,環境省,環境本省,,,,007,廃棄物処理施設整備費,1,1,1,37604375000,103525375000,103525375000,5,3,5,1,ISF
general,環境省,環境本省,,,,008,生物多様性保全等推進費,1,1,1,6162422000,9695756000,9695756000,21,8,21,1,ISF
general,環境省,環境本省,,,,009,環境保全施設整備費,1,1,1,418152000,1353872000,1353872000,5,4,5,1,ISF
general,環境省,環境本省,,,,010,自然公園等事業費,1,1,1,7176797000,11174937000,11174937000,6,5,6,1,ISF
general,環境省,環境本省,,,,011,化学物質対策推進費,1,1,1,2222412000,2214907000,2214907000,11,6,12,1,ISF
general,環境省,環境本省,,,,012,環境保健対策推進費,1,1,1,13996759000,14546535000,14546535000,18,7,18,1,ISF
general,環境省,環境本省,,,,013,自動車重量税財源公害健康被害補償費,1,1,1,6241000000,6241000000,6241000000,2,1,2,0,ISF
general,環境省,環境本省,,,,014,環境・経済・社会の統合的向上費,1,1,1,741575000,791753000,791753000,10,3,10,1,ISF
general,環境省,環境本省,,,,015,環境政策基盤整備費,1,1,1,4123711000,5097332000,5097332000,19,9,17,1,ISF
general,環境省,環境本省,,,,016,環境調査研修所,1,1,1,1310487000,1841947000,1841947000,19,9,19,1,ISF
general,環境省,環境本省,,,,017,環境調査研修所施設費,0,1,1,,25653000,25653000,,2,2,0,-SF
general,環境省,環境本省,,,,018,独立行政法人環境再生保全機構運営費,1,1,1,7034608000,7034608000,7034608000,5,1,5,0,ISF
general,環境省,環境本省,,,,019,国立研究開発法人国立環境研究所運営費,1,1,1,17158975000,17893975000,17893975000,2,2,2,0,ISF
general,環境省,環境本省,,,,020,国立研究開発法人国立環境研究所施設整備費,1,1,1,670777000,1270357000,1270357000,2,2,2,0,ISF
general,環境省,環境本省,,,,021,地球環境保全等試験研究費,1,1,1,210752000,210752000,131796000,4,1,3,0,ISF
general,環境省,環境本省,,,,022,脱炭素成長型経済構造移行推進エネルギー対策特別会計へ繰入,1,1,1,0,267199000,267199000,2,2,2,0,ISF
general,環境省,環境本省,,,,023,石綿健康被害救済事務費労働保険特別会計へ繰入,1,1,1,238327000,238327000,238327000,2,1,2,0,ISF
general,環境省,環境本省,,,,024,自然公園等事業工事諸費,1,1,1,578203000,554136000,554136000,17,8,17,1,ISF
general,環境省,環境本省,,,,025,廃棄物処理施設整備事業調査諸費,1,1,1,4625000,4625000,4625000,3,1,3,0,ISF
general,環境省,環境本省,,,,026,廃棄物処理施設災害復旧事業費,1,1,1,30000000,4772000000,4772000000,2,2,2,0,ISF
general,環境省,環境本省,,,,027,自然公園等施設災害復旧事業費,0,1,1,,526000000,526000000,,2,2,0,-SF
general,環境省,環境本省,,,,028,環境本省施設費,1,1,1,1660367000,1660367000,1660367000,4,1,4,0,ISF
general,環境省,環境本省,,,,030,地域脱炭素推進費,1,1,1,489396000,488868000,488868000,6,3,6,1,ISF
general,環境省,環境本省,,,,601,沖縄振興交付金事業推進費,0,0,1,,,32400000,,,2,,--F
general,環境省,環境本省,,,,645,沖縄開発事業費,0,0,1,,,2384000000,,,2,,--F
general,環境省,環境本省,,,,656,科学技術イノベーション創造推進費,0,0,1,,,1650000000,,,8,,--F
general,環境省,環境本省,,,,739,離島振興事業費,0,0,1,,,1737000000,,,3,,--F
general,環境省,環境本省,,,,745,北海道開発事業費,0,0,1,,,9455000000,,,2,,--F
general,環境省,環境本省,,,,775,国際観光旅客税財源観光振興費,0,0,1,,,5099131000,,,5,,--F
general,環境省,環境本省,,,,792,放射能調査研究費,0,0,1,,,170016000,,,4,,--F
general,環境省,環境本省,,,,815,地方創生基盤整備事業推進費,0,0,1,,,396090000,,,2,,--F
general,環境省,環境本省,,,,829,情報通信技術調達等適正・効率化推進費,0,0,1,,,4812815086,,,3,,--F
general,皇室費,皇室費,,,,001,内廷費,1,1,1,324000000,324000000,324000000,2,1,2,0,ISF
general,皇室費,皇室費,,,,002,宮廷費,1,1,1,9553811000,9807815000,9807815000,12,4,11,1,ISF
general,皇室費,皇室費,,,,003,皇族費,1,1,1,263724000,263724000,263724000,2,1,2,0,ISF
general,経済産業省,中小企業庁,,,,101,中小企業庁共通費,1,1,1,1975998000,2046300000,2046300000,16,8,14,1,ISF
general,経済産業省,中小企業庁,,,,102,中小企業政策推進費,1,1,1,63876241000,104347222000,104347222000,15,7,12,1,ISF
general,経済産業省,中小企業庁,,,,103,独立行政法人中小企業基盤整備機構運営費,1,1,1,22010000000,361996201000,361996201000,4,3,3,0,ISF
general,経済産業省,中小企業庁,,,,104,独立行政法人中小企業基盤整備機構出資,1,1,1,0,3000000000,3000000000,2,2,2,0,ISF
general,経済産業省,中小企業庁,,,,830,情報通信技術調達等適正・効率化推進費,0,0,1,,,1389446742,,,3,,--F
general,経済産業省,産業保安監督官署,,,,071,産業保安監督官署,1,1,1,2729875000,2611612000,2611612000,16,8,16,1,ISF
general,経済産業省,経済産業局,,,,061,経済産業局,1,1,1,14625816000,14645440000,14645440000,17,8,17,1,ISF
general,経済産業省,経済産業局,,,,062,経済産業局施設費,1,1,1,187833000,137370000,137370000,3,3,3,0,ISF
general,経済産業省,経済産業本省,,,,001,経済産業本省共通費,1,1,1,49158683000,49186436000,49186436000,39,17,37,1,ISF
general,経済産業省,経済産業本省,,,,002,経済産業本省施設費,1,1,1,3003268000,3003268000,3003268000,4,1,4,0,ISF
general,経済産業省,経済産業本省,,,,003,経済構造改革推進費,1,1,1,2212288000,142123186000,142123186000,12,6,12,1,ISF
general,経済産業省,経済産業本省,,,,004,独立行政法人経済産業研究所運営費,1,1,1,1900000000,1900000000,1900000000,2,1,2,0,ISF
general,経済産業省,経済産業本省,,,,005,対外経済政策推進費,1,1,1,15993378000,106707911000,106707911000,30,12,31,1,ISF
general,経済産業省,経済産業本省,,,,006,独立行政法人日本貿易振興機構運営費,1,1,1,26220392000,39969313000,39969313000,3,3,3,0,ISF
general,経済産業省,経済産業本省,,,,007,産業技術・環境・産業標準政策推進費,1,1,1,4450898000,81037279000,81037279000,12,8,13,1,ISF
general,経済産業省,経済産業本省,,,,008,登録免許税納付確認等事務費特許特別会計へ繰入,1,1,1,16942000,16942000,16942000,2,1,2,0,ISF
general,経済産業省,経済産業本省,,,,009,国立研究開発法人産業技術総合研究所運営費,1,1,1,65000661000,65000661000,65000661000,2,1,2,0,ISF
general,経済産業省,経済産業本省,,,,010,国立研究開発法人新エネルギー・産業技術総合開発機構運営費,1,1,1,12556204000,25356986000,25356986000,2,2,2,0,ISF
